"GENOME_NAME"	"ACCESSION"	"ANNOTATION"	"FEATURE_TYPE"	"NA_FEATURE_ID"	"LOCUS_TAG"	"START"	"END"	"STRAND"	"NA_LENGTH"	"GENE"	"PRODUCT"	"SEQID"	"GENUS"	"SPECIES"
"Lactobacillus reuteri 100-23"	"NZ_AAPZ02000001"	"PATRIC"	"rRNA"	26515572	"VBILacReu112121_r033"	455610	457180	"-"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AAPZ02000001:455610-457180:-:Lactobacillus_reuteri_100-23"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri 100-23"	"NZ_AAPZ02000001"	"PATRIC"	"rRNA"	26517092	"VBILacReu112121_r043"	1320632	1322202	"+"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AAPZ02000001:1320632-1322202:+:Lactobacillus_reuteri_100-23"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri 100-23"	"NZ_AAPZ02000001"	"PATRIC"	"rRNA"	26517380	"VBILacReu112121_r051"	1484490	1486060	"+"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AAPZ02000001:1484490-1486060:+:Lactobacillus_reuteri_100-23"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri 100-23"	"NZ_AAPZ02000001"	"PATRIC"	"rRNA"	26517444	"VBILacReu112121_r073"	1499911	1501481	"+"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AAPZ02000001:1499911-1501481:+:Lactobacillus_reuteri_100-23"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri 100-23"	"NZ_AAPZ02000002"	"PATRIC"	"rRNA"	26518799	"VBILacReu112121_r091"	626796	628365	"+"	1570	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AAPZ02000002:626796-628365:+:Lactobacillus_reuteri_100-23"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri ATCC 53608"	"CACS02000061"	"PATRIC"	"rRNA"	55675516	"VBILacReu175275_r024"	1	1491	"+"	1491	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CACS02000061:1-1491:+:Lactobacillus_reuteri_ATCC_53608"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri DSM 20016"	"NC_009513"	"PATRIC"	"rRNA"	22253362	"VBILacReu87937_r003"	177728	179298	"+"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_009513:177728-179298:+:Lactobacillus_reuteri_DSM_20016"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri DSM 20016"	"NC_009513"	"PATRIC"	"rRNA"	22253626	"VBILacReu87937_r009"	312393	313963	"+"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_009513:312393-313963:+:Lactobacillus_reuteri_DSM_20016"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri DSM 20016"	"NC_009513"	"PATRIC"	"rRNA"	22254249	"VBILacReu87937_r020"	624382	625952	"+"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_009513:624382-625952:+:Lactobacillus_reuteri_DSM_20016"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri DSM 20016"	"NC_009513"	"PATRIC"	"rRNA"	22254315	"VBILacReu87937_r044"	639563	641133	"+"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_009513:639563-641133:+:Lactobacillus_reuteri_DSM_20016"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri DSM 20016"	"NC_009513"	"PATRIC"	"rRNA"	22255234	"VBILacReu87937_r062"	1077758	1079328	"-"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_009513:1077758-1079328:-:Lactobacillus_reuteri_DSM_20016"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri DSM 20016"	"NC_009513"	"PATRIC"	"rRNA"	22255874	"VBILacReu87937_r079"	1373425	1374995	"-"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_009513:1373425-1374995:-:Lactobacillus_reuteri_DSM_20016"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri JCM 1112"	"NC_010609"	"PATRIC"	"rRNA"	22257468	"VBILacReu111271_r003"	177347	178917	"+"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_010609:177347-178917:+:Lactobacillus_reuteri_JCM_1112"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri JCM 1112"	"NC_010609"	"PATRIC"	"rRNA"	22257738	"VBILacReu111271_r011"	312212	313786	"+"	1575	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_010609:312212-313786:+:Lactobacillus_reuteri_JCM_1112"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri JCM 1112"	"NC_010609"	"PATRIC"	"rRNA"	22258375	"VBILacReu111271_r023"	632685	634255	"+"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_010609:632685-634255:+:Lactobacillus_reuteri_JCM_1112"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri JCM 1112"	"NC_010609"	"PATRIC"	"rRNA"	22258439	"VBILacReu111271_r045"	649117	650687	"+"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_010609:649117-650687:+:Lactobacillus_reuteri_JCM_1112"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri JCM 1112"	"NC_010609"	"PATRIC"	"rRNA"	22259420	"VBILacReu111271_r061"	1117372	1118942	"-"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_010609:1117372-1118942:-:Lactobacillus_reuteri_JCM_1112"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri JCM 1112"	"NC_010609"	"PATRIC"	"rRNA"	22260056	"VBILacReu111271_r076"	1412842	1414412	"-"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_010609:1412842-1414412:-:Lactobacillus_reuteri_JCM_1112"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri lpuph"	"AEAX01000072"	"PATRIC"	"rRNA"	52260038	"VBILacReu166854_r052"	1	1462	"+"	1462	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AEAX01000072:1-1462:+:Lactobacillus_reuteri_lpuph"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri MM2-3"	"NZ_GG693764"	"PATRIC"	"rRNA"	37025985	"VBILacReu127513_r042"	159	1729	"+"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GG693764:159-1729:+:Lactobacillus_reuteri_MM2-3"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri MM4-1A"	"NZ_GG698421"	"PATRIC"	"rRNA"	37029843	"VBILacReu94827_r042"	95	1665	"+"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GG698421:95-1665:+:Lactobacillus_reuteri_MM4-1A"	"Lactobacillus"	"reuteri"
"Lactobacillus reuteri SD2112"	"NZ_GG693543"	"PATRIC"	"rRNA"	37034209	"VBILacReu81267_r042"	3043	4613	"-"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GG693543:3043-4613:-:Lactobacillus_reuteri_SD2112"	"Lactobacillus"	"reuteri"
"Lactobacillus rhamnosus ATCC 8530"	"CP003094"	"PATRIC"	"rRNA"	61220810	"VBILacRha212963_r001"	289949	291497	"+"	1549	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP003094:289949-291497:+:Lactobacillus_rhamnosus_ATCC_8530"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus ATCC 8530"	"CP003094"	"PATRIC"	"rRNA"	61221834	"VBILacRha212963_r007"	801120	802668	"+"	1549	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP003094:801120-802668:+:Lactobacillus_rhamnosus_ATCC_8530"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus ATCC 8530"	"CP003094"	"PATRIC"	"rRNA"	61221912	"VBILacRha212963_r035"	821144	822692	"+"	1549	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP003094:821144-822692:+:Lactobacillus_rhamnosus_ATCC_8530"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus ATCC 8530"	"CP003094"	"PATRIC"	"rRNA"	61223946	"VBILacRha212963_r058"	1820821	1822369	"-"	1549	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP003094:1820821-1822369:-:Lactobacillus_rhamnosus_ATCC_8530"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus ATCC 8530"	"CP003094"	"PATRIC"	"rRNA"	61225260	"VBILacRha212963_r073"	2468333	2469881	"-"	1549	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP003094:2468333-2469881:-:Lactobacillus_rhamnosus_ATCC_8530"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus CASL"	"AFYD01000235"	"PATRIC"	"rRNA"	68687804	"VBILacRha206532_r026"	133	1681	"+"	1549	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFYD01000235:133-1681:+:Lactobacillus_rhamnosus_CASL"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus GG"	"NC_013198"	"PATRIC"	"rRNA"	22261934	"VBILacRha2892_r001"	307780	309297	"+"	1518	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_013198:307780-309297:+:Lactobacillus_rhamnosus_GG"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus GG"	"NC_013198"	"PATRIC"	"rRNA"	22262903	"VBILacRha2892_r007"	823273	824790	"+"	1518	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_013198:823273-824790:+:Lactobacillus_rhamnosus_GG"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus GG"	"NC_013198"	"PATRIC"	"rRNA"	22262981	"VBILacRha2892_r035"	843314	844831	"+"	1518	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_013198:843314-844831:+:Lactobacillus_rhamnosus_GG"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus GG"	"NC_013198"	"PATRIC"	"rRNA"	22265030	"VBILacRha2892_r058"	1929426	1930943	"-"	1518	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_013198:1929426-1930943:-:Lactobacillus_rhamnosus_GG"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus GG"	"NC_013198"	"PATRIC"	"rRNA"	22266244	"VBILacRha2892_r070"	2568501	2570018	"-"	1518	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_013198:2568501-2570018:-:Lactobacillus_rhamnosus_GG"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus HN001"	"NZ_ABWJ01000068"	"PATRIC"	"rRNA"	26524591	"VBILacRha3627_r051"	96	1613	"-"	1518	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_ABWJ01000068:96-1613:-:Lactobacillus_rhamnosus_HN001"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus Lc 705"	"NC_013199"	"PATRIC"	"rRNA"	22267613	"VBILacRha58455_r001"	289806	291323	"+"	1518	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_013199:289806-291323:+:Lactobacillus_rhamnosus_Lc_705"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus Lc 705"	"NC_013199"	"PATRIC"	"rRNA"	22268599	"VBILacRha58455_r007"	817823	819340	"+"	1518	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_013199:817823-819340:+:Lactobacillus_rhamnosus_Lc_705"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus Lc 705"	"NC_013199"	"PATRIC"	"rRNA"	22268675	"VBILacRha58455_r035"	837847	839364	"+"	1518	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_013199:837847-839364:+:Lactobacillus_rhamnosus_Lc_705"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus Lc 705"	"NC_013199"	"PATRIC"	"rRNA"	22270659	"VBILacRha58455_r059"	1895708	1897225	"-"	1518	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_013199:1895708-1897225:-:Lactobacillus_rhamnosus_Lc_705"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus Lc 705"	"NC_013199"	"PATRIC"	"rRNA"	22271869	"VBILacRha58455_r074"	2548376	2549893	"-"	1518	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_013199:2548376-2549893:-:Lactobacillus_rhamnosus_Lc_705"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus LMS2-1"	"NZ_GG692967"	"PATRIC"	"rRNA"	37040364	"VBILacRha123537_r029"	165	1682	"+"	1518	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GG692967:165-1682:+:Lactobacillus_rhamnosus_LMS2-1"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus R0011"	"AGKC01000003"	"PATRIC"	"rRNA"	71451968	"VBILacRha173451_r025"	469202	470751	"+"	1550	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AGKC01000003:469202-470751:+:Lactobacillus_rhamnosus_R0011"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rhamnosus R0011"	"AGKC01000005"	"PATRIC"	"rRNA"	71452474	"VBILacRha173451_r036"	91	1636	"-"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AGKC01000005:91-1636:-:Lactobacillus_rhamnosus_R0011"	"Lactobacillus"	"rhamnosus"
"Lactobacillus rossiae DSM 15814"	"AKZK01000036"	"PATRIC"	"rRNA"	93405053	"VBILacRos233553_r053"	91	1643	"-"	1553	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AKZK01000036:91-1643:-:Lactobacillus_rossiae_DSM_15814"	"Lactobacillus"	"rossiae"
"Lactobacillus ruminis ATCC 25644"	"NZ_GG693017"	"PATRIC"	"rRNA"	29211465	"VBILacRum57348_r039"	771389	772930	"-"	1542	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GG693017:771389-772930:-:Lactobacillus_ruminis_ATCC_25644"	"Lactobacillus"	"ruminis"
"Lactobacillus ruminis ATCC 27782"	"CP003032"	"PATRIC"	"rRNA"	86962062	"VBILacRum210878_r003"	274294	275835	"+"	1542	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP003032:274294-275835:+:Lactobacillus_ruminis_ATCC_27782"	"Lactobacillus"	"ruminis"
"Lactobacillus ruminis ATCC 27782"	"CP003032"	"PATRIC"	"rRNA"	86962343	"VBILacRum210878_r017"	393934	395475	"+"	1542	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP003032:393934-395475:+:Lactobacillus_ruminis_ATCC_27782"	"Lactobacillus"	"ruminis"
"Lactobacillus ruminis ATCC 27782"	"CP003032"	"PATRIC"	"rRNA"	86962458	"VBILacRum210878_r027"	449040	450581	"+"	1542	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP003032:449040-450581:+:Lactobacillus_ruminis_ATCC_27782"	"Lactobacillus"	"ruminis"
"Lactobacillus ruminis ATCC 27782"	"CP003032"	"PATRIC"	"rRNA"	86963117	"VBILacRum210878_r036"	759013	760554	"+"	1542	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP003032:759013-760554:+:Lactobacillus_ruminis_ATCC_27782"	"Lactobacillus"	"ruminis"
"Lactobacillus ruminis ATCC 27782"	"CP003032"	"PATRIC"	"rRNA"	86964770	"VBILacRum210878_r083"	1507423	1508964	"-"	1542	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP003032:1507423-1508964:-:Lactobacillus_ruminis_ATCC_27782"	"Lactobacillus"	"ruminis"
"Lactobacillus ruminis ATCC 27782"	"CP003032"	"PATRIC"	"rRNA"	86965729	"VBILacRum210878_r086"	1947542	1949083	"-"	1542	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP003032:1947542-1949083:-:Lactobacillus_ruminis_ATCC_27782"	"Lactobacillus"	"ruminis"
"Lactobacillus sakei subsp. sakei 23K"	"NC_007576"	"PATRIC"	"rRNA"	22273376	"VBILacSak116432_r003"	306179	307747	"+"	1569	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_007576:306179-307747:+:Lactobacillus_sakei_subsp._sakei_23K"	"Lactobacillus"	"sakei"
"Lactobacillus sakei subsp. sakei 23K"	"NC_007576"	"PATRIC"	"rRNA"	22273646	"VBILacSak116432_r007"	445537	447105	"+"	1569	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_007576:445537-447105:+:Lactobacillus_sakei_subsp._sakei_23K"	"Lactobacillus"	"sakei"
"Lactobacillus sakei subsp. sakei 23K"	"NC_007576"	"PATRIC"	"rRNA"	22273760	"VBILacSak116432_r037"	478892	480460	"+"	1569	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_007576:478892-480460:+:Lactobacillus_sakei_subsp._sakei_23K"	"Lactobacillus"	"sakei"
"Lactobacillus sakei subsp. sakei 23K"	"NC_007576"	"PATRIC"	"rRNA"	22276018	"VBILacSak116432_r063"	1575576	1577144	"-"	1569	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_007576:1575576-1577144:-:Lactobacillus_sakei_subsp._sakei_23K"	"Lactobacillus"	"sakei"
"Lactobacillus sakei subsp. sakei 23K"	"NC_007576"	"PATRIC"	"rRNA"	22276410	"VBILacSak116432_r078"	1762645	1764213	"-"	1569	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_007576:1762645-1764213:-:Lactobacillus_sakei_subsp._sakei_23K"	"Lactobacillus"	"sakei"
"Lactobacillus sakei subsp. sakei 23K"	"NC_007576"	"PATRIC"	"rRNA"	22276602	"VBILacSak116432_r081"	1867064	1868632	"-"	1569	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_007576:1867064-1868632:-:Lactobacillus_sakei_subsp._sakei_23K"	"Lactobacillus"	"sakei"
"Lactobacillus sakei subsp. sakei 23K"	"NC_007576"	"PATRIC"	"rRNA"	22276608	"VBILacSak116432_r084"	1872480	1874048	"-"	1569	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_007576:1872480-1874048:-:Lactobacillus_sakei_subsp._sakei_23K"	"Lactobacillus"	"sakei"
"Lactobacillus salivarius ACS-116-V-Col5a"	"NZ_AEBA01000145"	"PATRIC"	"rRNA"	41151294	"VBILacSal164140_r058"	103	1689	"+"	1587	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AEBA01000145:103-1689:+:Lactobacillus_salivarius_ACS-116-V-Col5a"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius CECT 5713"	"CP002034"	"PATRIC"	"rRNA"	43088934	"VBILacSal150030_r062"	74968	76554	"+"	1587	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP002034:74968-76554:+:Lactobacillus_salivarius_CECT_5713"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius CECT 5713"	"CP002034"	"PATRIC"	"rRNA"	43089204	"VBILacSal150030_r084"	218241	219827	"+"	1587	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP002034:218241-219827:+:Lactobacillus_salivarius_CECT_5713"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius CECT 5713"	"CP002034"	"PATRIC"	"rRNA"	43089654	"VBILacSal150030_r001"	435400	436986	"+"	1587	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP002034:435400-436986:+:Lactobacillus_salivarius_CECT_5713"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius CECT 5713"	"CP002034"	"PATRIC"	"rRNA"	43089776	"VBILacSal150030_r018"	480938	482524	"+"	1587	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP002034:480938-482524:+:Lactobacillus_salivarius_CECT_5713"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius CECT 5713"	"CP002034"	"PATRIC"	"rRNA"	43091564	"VBILacSal150030_r054"	1301402	1302988	"-"	1587	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP002034:1301402-1302988:-:Lactobacillus_salivarius_CECT_5713"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius CECT 5713"	"CP002034"	"PATRIC"	"rRNA"	43091754	"VBILacSal150030_r061"	1411105	1412691	"-"	1587	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP002034:1411105-1412691:-:Lactobacillus_salivarius_CECT_5713"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius CECT 5713"	"CP002034"	"PATRIC"	"rRNA"	43092647	"VBILacSal150030_r083"	1818042	1819628	"-"	1587	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP002034:1818042-1819628:-:Lactobacillus_salivarius_CECT_5713"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius GJ-24"	"AFOI01000001"	"PATRIC"	"rRNA"	55255275	"VBILacSal202740_r014"	78461	80001	"-"	1541	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFOI01000001:78461-80001:-:Lactobacillus_salivarius_GJ-24"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius GJ-24"	"AFOI01000001"	"PATRIC"	"rRNA"	55255510	"VBILacSal202740_r017"	205478	207018	"-"	1541	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFOI01000001:205478-207018:-:Lactobacillus_salivarius_GJ-24"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius GJ-24"	"AFOI01000002"	"PATRIC"	"rRNA"	55255712	"VBILacSal202740_r018"	81536	83076	"+"	1541	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFOI01000002:81536-83076:+:Lactobacillus_salivarius_GJ-24"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius GJ-24"	"AFOI01000002"	"PATRIC"	"rRNA"	55256502	"VBILacSal202740_r035"	476734	478274	"+"	1541	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFOI01000002:476734-478274:+:Lactobacillus_salivarius_GJ-24"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius GJ-24"	"AFOI01000002"	"PATRIC"	"rRNA"	55256699	"VBILacSal202740_r042"	591832	593373	"+"	1542	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFOI01000002:591832-593373:+:Lactobacillus_salivarius_GJ-24"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius GJ-24"	"AFOI01000004"	"PATRIC"	"rRNA"	55258338	"VBILacSal202740_r079"	484186	485726	"-"	1541	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFOI01000004:484186-485726:-:Lactobacillus_salivarius_GJ-24"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius GJ-24"	"AFOI01000005"	"PATRIC"	"rRNA"	55258445	"VBILacSal202740_r092"	22419	23959	"-"	1541	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFOI01000005:22419-23959:-:Lactobacillus_salivarius_GJ-24"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius NIAS840"	"AFMN01000001"	"PATRIC"	"rRNA"	55251325	"VBILacSal194107_r016"	126311	127851	"-"	1541	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFMN01000001:126311-127851:-:Lactobacillus_salivarius_NIAS840"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius NIAS840"	"AFMN01000001"	"PATRIC"	"rRNA"	55251559	"VBILacSal194107_r019"	257615	259155	"-"	1541	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFMN01000001:257615-259155:-:Lactobacillus_salivarius_NIAS840"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius NIAS840"	"AFMN01000001"	"PATRIC"	"rRNA"	55251629	"VBILacSal194107_r021"	300521	302061	"-"	1541	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFMN01000001:300521-302061:-:Lactobacillus_salivarius_NIAS840"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius NIAS840"	"AFMN01000001"	"PATRIC"	"rRNA"	55251836	"VBILacSal194107_r028"	421966	423506	"-"	1541	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFMN01000001:421966-423506:-:Lactobacillus_salivarius_NIAS840"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius NIAS840"	"AFMN01000001"	"PATRIC"	"rRNA"	55252578	"VBILacSal194107_r047"	789733	791273	"-"	1541	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFMN01000001:789733-791273:-:Lactobacillus_salivarius_NIAS840"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius NIAS840"	"AFMN01000001"	"PATRIC"	"rRNA"	55252798	"VBILacSal194107_r048"	920189	921729	"+"	1541	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFMN01000001:920189-921729:+:Lactobacillus_salivarius_NIAS840"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius NIAS840"	"AFMN01000001"	"PATRIC"	"rRNA"	55252912	"VBILacSal194107_r065"	961176	962716	"+"	1541	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFMN01000001:961176-962716:+:Lactobacillus_salivarius_NIAS840"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius UCC118"	"NC_007929"	"PATRIC"	"rRNA"	22276907	"VBILacSal43464_r001"	74503	76089	"+"	1587	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_007929:74503-76089:+:Lactobacillus_salivarius_UCC118"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius UCC118"	"NC_007929"	"PATRIC"	"rRNA"	22277167	"VBILacSal43464_r004"	217741	219327	"+"	1587	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_007929:217741-219327:+:Lactobacillus_salivarius_UCC118"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius UCC118"	"NC_007929"	"PATRIC"	"rRNA"	22277613	"VBILacSal43464_r020"	434826	436413	"+"	1588	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_007929:434826-436413:+:Lactobacillus_salivarius_UCC118"	"Lactobacillus"	"salivarius"
"Lactobacillus salivarius UCC118"	"NC_007929"	"PATRIC"	"rRNA"	22277733	"VBILacSal43464_r037"	480356	481942	"+"	1587	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_007929:480356-481942:+:Lactobacillus_salivarius_UCC118"	"Lactobacillus"	"salivarius"
